dataset_id,category,subcategory,indicator,region,year_label,year_num,fiscal_or_calendar,value,unit,sex,data_kind,comparable,source_title,source_table,source_yearbook,source_department,notes
population_trend,人口,人口推移,世帯数,西条市,平成22年,2010,calendar,48112,世帯,na,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成22年,2010,calendar,114663,人,total,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成22年,2010,calendar,54963,人,male,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成22年,2010,calendar,59700,人,female,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,世帯数,西条市,平成23年,2011,calendar,48465,世帯,na,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成23年,2011,calendar,114384,人,total,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成23年,2011,calendar,54848,人,male,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成23年,2011,calendar,59536,人,female,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,世帯数,西条市,平成24年,2012,calendar,49476,世帯,na,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成24年,2012,calendar,114766,人,total,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成24年,2012,calendar,55128,人,male,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
population_trend,人口,人口推移,総人口,西条市,平成24年,2012,calendar,59638,人,female,actual,True,西条市統計データ（2026年版）,11.世帯数、人口の推移,2026,市民課,11月1日現在・住民登録人口
