dataset_id,category,subcategory,indicator,region,year_label,year_num,value,unit,data_kind
education_schools_official,教育,高校,学校数,西条市,令和6年,2024,5.0,校,actual
education_schools_official,教育,高校,生徒数（総数）,西条市,令和6年,2024,1997.0,人,actual
education_schools_official,教育,高校,本科全日制,西条市,令和6年,2024,1963.0,人,actual
education_schools_official,教育,高校,本科定時制,西条市,令和6年,2024,34.0,人,actual
education_schools_official,教育,高校,教員数,西条市,令和6年,2024,216.0,人,actual
education_schools_official,教育,高校,教員1人当たり生徒数,西条市,令和6年,2024,9.2,人,actual
education_schools_official,教育,小学校,学校数,西条市,令和7年,2025,25.0,校,actual
education_schools_official,教育,小学校,学級数,西条市,令和7年,2025,299.0,学級,actual
education_schools_official,教育,小学校,児童数,西条市,令和7年,2025,4945.0,人,actual
education_schools_official,教育,小学校,教員数,西条市,令和7年,2025,464.0,人,actual
education_schools_official,教育,小学校,1学級当たり児童数,西条市,令和7年,2025,16.5,人,actual
education_schools_official,教育,小学校,教員1人当たり児童数,西条市,令和7年,2025,10.7,人,actual
education_schools_official,教育,中学校,学校数,西条市,令和7年,2025,10.0,校,actual
education_schools_official,教育,中学校,学級数,西条市,令和7年,2025,111.0,学級,actual
education_schools_official,教育,中学校,生徒数,西条市,令和7年,2025,2562.0,人,actual
education_schools_official,教育,中学校,教員数,西条市,令和7年,2025,240.0,人,actual
education_schools_official,教育,中学校,1学級当たり生徒数,西条市,令和7年,2025,23.1,人,actual
education_schools_official,教育,中学校,教員1人当たり生徒数,西条市,令和7年,2025,10.7,人,actual
education_schools_official,教育,高校,学校数,西条市,令和7年,2025,5.0,校,actual
education_schools_official,教育,高校,生徒数（総数）,西条市,令和7年,2025,1956.0,人,actual
education_schools_official,教育,高校,本科全日制,西条市,令和7年,2025,1911.0,人,actual
education_schools_official,教育,高校,本科定時制,西条市,令和7年,2025,45.0,人,actual
education_schools_official,教育,高校,教員数,西条市,令和7年,2025,215.0,人,actual
education_schools_official,教育,高校,教員1人当たり生徒数,西条市,令和7年,2025,9.1,人,actual
