dataset_id,category,subcategory,indicator,region,year_label,year_num,value,unit,data_kind,source_table
finance_revenue_official,財政,歳入,交通安全対策特別交付金,西条市,令和5年度,2023,9318,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,交通安全対策特別交付金,西条市,令和6年度,2024,8700,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,分担金及び負担金,西条市,令和3年度,2021,244923,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,分担金及び負担金,西条市,令和4年度,2022,233943,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,分担金及び負担金,西条市,令和5年度,2023,240623,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,分担金及び負担金,西条市,令和6年度,2024,223104,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,使用料及び手数料,西条市,令和3年度,2021,564948,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,使用料及び手数料,西条市,令和4年度,2022,583944,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,使用料及び手数料,西条市,令和5年度,2023,615973,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,使用料及び手数料,西条市,令和6年度,2024,638393,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,国庫支出金,西条市,令和3年度,2021,11604140,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,国庫支出金,西条市,令和4年度,2022,11716980,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,国庫支出金,西条市,令和5年度,2023,9898848,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,国庫支出金,西条市,令和6年度,2024,10121940,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,県支出金,西条市,令和3年度,2021,4153535,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,県支出金,西条市,令和4年度,2022,4066170,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,県支出金,西条市,令和5年度,2023,3883807,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,県支出金,西条市,令和6年度,2024,4148678,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,財産収入,西条市,令和3年度,2021,61006,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,財産収入,西条市,令和4年度,2022,146900,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,財産収入,西条市,令和5年度,2023,84473,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,財産収入,西条市,令和6年度,2024,82021,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,寄附金,西条市,令和3年度,2021,892325,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,寄附金,西条市,令和4年度,2022,906213,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,寄附金,西条市,令和5年度,2023,848728,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,寄附金,西条市,令和6年度,2024,892799,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰入金,西条市,令和3年度,2021,1577790,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰入金,西条市,令和4年度,2022,2833152,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰入金,西条市,令和5年度,2023,1755340,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰入金,西条市,令和6年度,2024,2137337,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰越金,西条市,令和3年度,2021,3221259,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰越金,西条市,令和4年度,2022,3826993,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰越金,西条市,令和5年度,2023,4181452,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,繰越金,西条市,令和6年度,2024,3155548,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,諸収入,西条市,令和3年度,2021,1272089,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,諸収入,西条市,令和4年度,2022,1450086,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,諸収入,西条市,令和5年度,2023,1319298,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,諸収入,西条市,令和6年度,2024,1488197,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,市債,西条市,令和3年度,2021,4022300,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,市債,西条市,令和4年度,2022,3830300,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,市債,西条市,令和5年度,2023,2420900,千円,actual,118. 一般会計決算額（歳入）
finance_revenue_official,財政,歳入,市債,西条市,令和6年度,2024,5239900,千円,actual,118. 一般会計決算額（歳入）
