dataset_id,category,subcategory,indicator,region,year_label,year_num,fiscal_or_calendar,age,sex,value,unit,data_kind,comparable,source_title,source_table,source_yearbook,source_department,notes
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,29,male,461,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,29,female,394,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,30,total,895,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,30,male,488,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,30,female,407,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,31,total,965,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,31,male,527,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,31,female,438,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,32,total,938,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,32,male,507,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,32,female,431,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,33,total,989,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,33,male,521,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,33,female,468,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,34,total,963,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,34,male,509,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,34,female,454,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,35,total,987,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,35,male,535,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,35,female,452,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,36,total,1028,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,36,male,536,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,36,female,492,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,37,total,1054,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,37,male,546,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,37,female,508,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,38,total,1077,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,38,male,594,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,38,female,483,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,39,total,1117,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,39,male,619,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,39,female,498,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,40,total,1187,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,40,male,616,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
population_by_age_official,人口,年齢別人口,人口,西条市,令和7年,2025,calendar,40,female,571,人,actual,True,西条市統計データ（2026年版）,10. 年齢別住民基本台帳人口,2026,市民課,令和7年11月1日現在
